"id","loss"
4,1462.66661111006
6,1733.54150674016
9,8635.41890618506
12,5954.29130328646
15,772.935894959024
17,2367.54682791299
21,2214.15656289657
28,859.789882971272
32,2364.75348979127
43,3172.53490082343
46,2536.87237162087
50,941.137036401766
54,1166.21399421327
62,1907.72022258935
70,2261.98484195084
71,5246.54927216941
75,2137.82473275736
77,2103.86901259718
81,2937.89469163178
83,2383.49009928688
87,1810.13869904752
97,1311.89286568887
103,1164.95256485845
119,1110.36649797384
120,1830.49121544826
127,1001.14557587746
138,3580.24280095699
141,4104.57677746599
148,632.512633894513
150,2456.4731057699
151,2176.04954141305
158,1552.3415044949
160,5167.47140503942
165,2831.93953002768
168,3930.69238942408
169,3994.61973383888
177,2650.23278983939
178,3052.96526157147
184,2036.84160476057
194,9858.5212579333
198,1679.25299474522
203,3622.27370277694
211,2320.78495391754
217,1264.45888291565
219,1362.06983458637
221,4440.46129306289
227,1787.3950779584
230,1629.51989763134
235,2306.15094936256
240,702.688774375893
243,3110.34938368602
249,7623.39360419777
253,2904.07728642045
258,1484.38884027313
261,1557.91370172622
263,3653.19055485528
264,2399.11141110285
265,4127.16242035498
268,1774.20003613975
271,1051.3295895857
274,5486.30465408821
275,684.330280602318
279,1400.883528996
282,1650.45565144598
286,3223.2412437143
288,1107.61441177243
294,2014.22158498525
296,1018.01554505346
297,1088.97805481019
300,815.478424196409
303,7746.42026702537
314,1171.15325391373
315,4558.23506693856
321,2400.72186830717
323,3955.40287586261
330,4100.81634278121
341,1865.16521858283
342,3884.51434590316
352,1570.27281895513
353,3189.81619117756
360,4496.67091199422
361,2209.23052312752
362,4088.23972680761
366,1415.54085443326
372,3413.71122915405
376,2619.64485160029
377,2191.17909074651
379,1608.60414833407
380,3952.27120454094
387,1743.01422315245
392,2142.77325773017
394,10166.1119464746
395,1511.63620163395
397,1474.70097399038
407,5508.20065087798
411,9372.71358481032
416,2360.44175785182
417,1557.8187921084
419,3911.42826036041
428,4932.07324116861
431,1652.95415252353
436,6969.46153616892
438,1645.109215736
445,6571.7295743078
446,6797.36522986064
455,1172.2127687793
456,1474.5237572778
461,905.741881455936
463,1899.53400626278
464,3835.68864575136
466,1705.50002094173
467,1287.46540363573
470,1298.41102781222
475,1303.692897328
482,2697.14682443797
490,3587.7241883125
496,1682.69623027343
497,4306.90605021074
508,2724.42832745583
510,1981.3496649759
512,1718.35114820052
513,2901.4980536857
523,1676.55302584087
531,4604.24519980017
532,2324.97639150707
533,1361.75251528887
537,1191.65929228006
544,4622.61482488357
547,2525.42204198176
556,7940.33967512273
565,1185.95161766025
566,1148.34103656076
571,1261.24990262755
573,1499.59284591586
574,970.487603793393
581,2130.49935502928
585,2024.00340271573
589,1823.59140942963
597,1597.80388034586
601,3598.11483405402
602,1963.65132199739
613,1554.487799346
616,1511.50518657443
619,2369.47093742818
622,2054.31461722299
623,1661.56873346832
629,1582.20900665519
634,1572.90372111427
638,1017.14702475057
642,1119.32867416644
643,1957.20478795384
645,940.145840404877
648,5967.30383588219
652,1297.13079571704
664,1116.21205784175
666,2189.10646184169
672,891.42835802819
676,2111.05231404488
678,3531.92376425961
682,1823.16604995953
686,2892.67024352564
688,1978.10369531462
689,1288.58693011869
690,1727.27764776333
692,12806.4142042762
695,1648.81570020379
697,3932.58450057442
698,2022.92226507413
706,2379.33014575056
708,1505.38375603053
712,3011.40129230084
715,4467.4068931194
717,1387.6311681676
725,3255.59019647706
729,1125.26993019174
737,1388.6297775434
739,6065.82202228853
747,3486.72469625819
753,2719.31551858717
758,2049.36688608063
759,2139.10042929739
763,1434.89946361796
773,4437.40662869426
774,2215.90951760199
776,1508.37474309654
788,3106.51579258201
790,2560.715148733
794,1045.3192337292
801,2791.7891008193
802,1453.0824909164
805,1221.03650310131
809,5069.63683648118
812,1577.58730888827
825,2429.96570347774
828,2185.0681254428
830,1249.6826351025
833,1087.81051380576
850,6440.35067114171
852,5587.67254526182
862,1525.87062988789
863,1286.90370287191
864,1472.8835308666
865,3562.19838329743
868,5988.23519585264
872,1490.6522757935
879,5166.6326525215
880,1444.88848881683
883,1248.51765872676
886,1473.69546461605
923,1885.76671789895
924,1416.46050804685
932,1406.72909871908
945,6543.4655127701
947,6274.27575856918
948,2100.22696287419
955,2814.97070116958
963,4142.73719226775
979,1673.68031861609
989,1456.18833538503
994,3006.93914931693
995,1823.57488332196
998,1334.94552604396
1000,4228.30955094734
1018,1681.05528119614
1019,1769.40063223386
1028,1621.38155687751
1034,1329.74713543742
1038,1454.66327890036
1040,1368.39088856365
1042,1372.76580323585
1057,6533.13897051942
1058,2226.66566866497
1063,1001.21443570818
1066,4538.21354122741
1071,4315.50315754491
1073,3990.08300077328
1074,3128.20735256308
1077,2591.94631376747
1080,7013.66067516087
1088,885.787124338451
1096,790.540334311033
1097,12212.0995819903
1105,5711.74146724713
1115,1903.96285469887
1116,2837.29451082022
1122,2316.94276819059
1130,5465.97096178951
1133,1010.9643314773
1137,1890.44815545317
1140,1769.06386108164
1143,7048.69335327258
1149,4324.69197852165
1150,940.061498007865
1153,769.64333444434
1157,742.99840885288
1180,644.994606119313
1183,813.405568764931
1188,1607.44406767787
1193,1142.10632149225
1200,794.724196666132
1209,4130.98106251853
1214,1938.91010856793
1219,2053.60497422644
1223,6408.59362827914
1227,809.638837494377
1228,1528.0207149248
1229,4669.52927592552
1233,967.820740406346
1238,6609.27689842736
1239,1923.0496956909
1241,3334.29664014344
1243,1751.66100851443
1244,1230.64024993237
1245,3264.75544148991
1277,4336.04937193605
1279,3329.23852033261
1292,10832.2904306492
1293,1319.54084520898
1299,8602.8438880878
1304,2922.8031716792
1313,3629.05826509336
1328,2299.23997502658
1330,987.618926611157
1334,1507.59163592729
1335,1267.77709745749
1336,6423.59237044544
1341,1057.58224895103
1344,1137.89889942108
1351,842.70049188734
1352,3044.24874314986
1354,1554.53305083087
1368,4093.30622818521
1373,1419.08728955543
1375,660.584236663059
1381,1571.07015113243
1384,4719.15934482206
1385,4486.88305511216
1388,5941.99217507678
1401,5323.91919735286
1402,2536.95744003093
1404,1487.73009788876
1406,1413.38610043129
1409,1154.21115393622
1422,1425.74581284716
1429,3132.96978433773
1433,5391.23031382577
1438,1038.41956917133
1444,1199.78827211676
1446,851.465080394166
1450,1111.90491945273
1451,809.128293607466
1454,1521.34183770002
1458,2123.73562833915
1461,3036.3938892347
1464,5779.10528405124
1465,1061.74373412197
1478,1973.13566140745
1479,1786.1468341495
1480,2505.500380829
1484,2327.1392286807
1486,913.918079970438
1488,864.315911931276
1489,3386.46397778201
1491,1098.95979579267
1507,2098.88051229667
1515,2200.25443533028
1519,2754.60333952466
1528,1860.45779968468
1529,1006.52007087731
1530,2947.13529935157
1532,1184.38143196716
1541,1576.86623805466
1542,3252.88995372325
1547,1686.80777254314
1549,1116.18690406344
1553,2249.31703410051
1554,2937.52991347651
1555,1412.44494474744
1559,1429.1036396558
1565,1431.54091106723
1568,1059.47739642769
1576,3066.17186170785
1579,967.670352632002
1592,926.148584557593
1596,2965.87328934579
1605,938.11677165712
1607,1607.32106513382
1612,2130.80524077749
1617,2982.10914887843
1619,2379.83380186193
1620,7632.99947101652
1624,2536.14356019921
1627,1321.07784046387
1633,1738.34144589186
1636,1257.12558226271
1639,1047.92822733887
1640,4994.17754498436
1644,1032.21757459001
1646,1425.04523595134
1647,2569.06431033676
1654,1436.60650189184
1655,3102.31801800583
1664,6009.53167887099
1665,2074.71885299455
1667,5169.18468895594
1669,1120.1538585134
1678,2119.97405055348
1682,2126.01630413854
1689,1049.56762055336
1690,2494.83564852445
1693,4848.41857315549
1695,901.651060764716
1705,2341.44283141943
1706,2177.47100592479
1708,1806.28381560248
1716,1979.04249740089
1720,7580.6928045599
1722,1649.11717590086
1749,4015.65462277601
1750,1643.01727461977
1751,5639.99987992682
1760,3106.24897772399
1763,5262.72250212003
1770,1443.60602467127
1777,1979.41166333509
1785,5943.71340399201
1791,1180.0118682835
1794,4518.40884513046
1800,1211.00448421273
1816,1293.00918835049
1817,1059.79490008883
1821,3031.19402119143
1836,1384.33883046598
1838,1581.62787866731
1851,2130.5426196547
1852,2954.86954372116
1854,2021.90913850543
1856,769.074776447334
1865,766.403128531408
1872,1084.33350011897
1878,799.286805842803
1880,962.430417895268
1881,1367.15071283216
1882,1829.60063243308
1886,884.792827320549
1892,1560.48772621498
1894,2244.48032718573
1898,2424.99277837782
1899,3003.10417959805
1902,1262.77267512116
1903,3697.42681354498
1906,1125.05869641378
1910,2217.6351497229
1911,1592.85041983763
1914,3328.5133348629
1929,3136.07246333106
1932,1433.3989940686
1952,1008.83379266385
1959,1310.5717311253
1960,1594.24916741392
1976,4149.39645652361
1980,2831.11137603495
1981,1937.39479310668
1987,2259.846488787
1994,1616.44264605391
2000,746.815055883057
2008,2242.65101926615
2011,2438.6354320183
2012,4786.43625723453
2019,1686.26573322919
2022,3684.9482279057
2024,6937.88991224854
2028,914.85489377945
2030,3842.82316779575
2031,6573.23187861707
2047,1771.36764387215
2049,615.827554954315
2050,1563.49390695887
2051,4385.15940618367
2056,1654.86302164883
2057,1084.2299327757
2059,2210.32450615968
2069,3845.18873253275
2085,1709.93986613311
2089,965.52433358102
2090,1485.01031483146
2101,2834.87385085049
2114,2677.70976635863
2115,1360.55903764252
2118,1162.90267375685
2119,2419.02266185177
2125,1527.76224736006
2128,3434.71926827764
2129,1618.68268942104
2132,1622.59100531117
2133,2295.16067940502
2135,782.843323623573
2136,1754.03036162122
2143,1240.23829931386
2144,1143.2732898032
2145,2558.62832362147
2152,2473.48134380115
2160,3317.87940959734
2166,1516.82113643077
2169,1225.536229609
2170,1595.7681773476
2172,1599.14497308539
2181,1676.22807598727
2183,1721.36038125265
2185,2480.29802450209
2188,2358.68321620486
2189,2084.19870712662
2194,4990.65150956897
2202,1518.80942320189
2208,2713.93296598257
2227,1770.5800177285
2230,5062.64150587111
2235,2267.29432975884
2236,1717.53837575567
2244,7385.87025818412
2248,1473.33385169613
2252,1343.79415187134
2254,1617.45329623891
2260,5229.74812100743
2263,1993.88374034032
2274,1497.03413646263
2277,905.632775286349
2279,5769.67479937471
2280,11395.10397799
